ÃÒ¨é¥N½X,Â²ºÙ,¦~¤ë¤é,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,¦¨¥æ¶q,¦¨¥æ­È,³ø¹S²v,¶gÂà²v,¥«­È,³ø¹S²v-Ln
Y1400  ,¯¼ÅÖ         ,19930527,  247.18,  247.18,  245.78,  245.78,    93151,     3198000,  -0.5664,   0.7969,      319295,  -0.5680
Y1400  ,¯¼ÅÖ         ,19930528,  245.78,  253.27,  245.78,  253.27,   126549,     4349000,   3.0474,   1.0827,      329021,   3.0019
Y1400  ,¯¼ÅÖ         ,19930529,  253.27,  253.27,  248.40,  248.40,    79569,     2717000,  -1.9228,   0.6807,      322693,  -1.9416
Y1400  ,¯¼ÅÖ         ,19930531,  248.40,  248.40,  244.59,  244.59,    63036,     2158000,  -1.5338,   0.5393,      317752,  -1.5457
Y1400  ,¯¼ÅÖ         ,19930601,  244.59,  245.31,  244.59,  245.31,    49569,     1728000,   0.2944,   0.4214,      321396,   0.2939
Y1400  ,¯¼ÅÖ         ,19930602,  245.31,  245.31,  244.95,  244.95,    43054,     1578000,  -0.1468,   0.3660,      320935,  -0.1469
Y1400  ,¯¼ÅÖ         ,19930603,  244.95,  246.53,  244.95,  246.53,    57742,     2321016,   0.6450,   0.4909,      322990,   0.6430
Y1400  ,¯¼ÅÖ         ,19930604,  246.53,  249.28,  246.53,  249.28,    74118,     3008016,   1.1155,   0.6301,      326590,   1.1093
Y1400  ,¯¼ÅÖ         ,19930605,  249.28,  249.28,  249.17,  249.17,    77190,     3225000,  -0.0441,   0.6563,      326447,  -0.0441
Y1400  ,¯¼ÅÖ         ,19930607,  249.17,  249.17,  246.14,  246.14,    61141,     2384000,  -1.2160,   0.5198,      322478,  -1.2235
Y1400  ,¯¼ÅÖ         ,19930608,  246.14,  246.14,  243.41,  243.41,    56116,     2114015,  -1.1091,   0.4771,      318896,  -1.1153
Y1400  ,¯¼ÅÖ         ,19930609,  243.41,  243.41,  242.29,  242.29,    43378,     1617000,  -0.4601,   0.3688,      317425,  -0.4612
Y1400  ,¯¼ÅÖ         ,19930610,  242.29,  242.29,  241.02,  241.02,    60768,     2071012,  -0.5242,   0.5166,      315757,  -0.5255
Y1400  ,¯¼ÅÖ         ,19930611,  241.02,  241.02,  239.81,  239.81,    46730,     1786002,  -0.5020,   0.3973,      314170,  -0.5033
Y1400  ,¯¼ÅÖ         ,19930612,  239.81,  240.28,  239.81,  240.28,    41535,     1769002,   0.1960,   0.3531,      314772,   0.1958
Y1400  ,¯¼ÅÖ         ,19930614,  240.28,  240.28,  238.04,  238.04,    45263,     1904004,  -0.9322,   0.3848,      311844,  -0.9366
Y1400  ,¯¼ÅÖ         ,19930615,  238.04,  239.51,  238.04,  239.51,    44895,     2028012,   0.6175,   0.3817,      313759,   0.6156
Y1400  ,¯¼ÅÖ         ,19930616,  239.51,  239.51,  239.31,  239.31,    84619,     2961000,  -0.0835,   0.7194,      313504,  -0.0835
Y1400  ,¯¼ÅÖ         ,19930617,  239.31,  239.31,  235.78,  235.78,    86528,     2860002,  -1.4751,   0.7351,      308893,  -1.4861
Y1400  ,¯¼ÅÖ         ,19930618,  235.78,  236.73,  235.78,  236.73,    55736,     2156014,   0.4029,   0.4735,      310144,   0.4021
Y1400  ,¯¼ÅÖ         ,19930619,  236.73,  236.73,  235.40,  235.40,    42012,     1674018,  -0.5618,   0.3569,      308395,  -0.5634
Y1400  ,¯¼ÅÖ         ,19930621,  235.40,  235.40,  233.75,  233.75,    56686,     2557019,  -0.7009,   0.4816,      306246,  -0.7034
Y1400  ,¯¼ÅÖ         ,19930622,  233.75,  233.75,  232.85,  232.85,    40645,     1820020,  -0.3850,   0.3453,      305073,  -0.3858
Y1400  ,¯¼ÅÖ         ,19930623,  232.85,  236.20,  232.85,  236.20,    65743,     2833000,   1.4387,   0.5585,      309457,   1.4284
Y1400  ,¯¼ÅÖ         ,19930625,  236.20,  237.01,  236.20,  237.01,    76420,     3249003,   0.3429,   0.6493,      310520,   0.3423
Y1400  ,¯¼ÅÖ         ,19930626,  237.01,  237.01,  235.07,  235.07,    43511,     1652003,  -0.8185,   0.3697,      307964,  -0.8219
Y1400  ,¯¼ÅÖ         ,19930628,  235.07,  235.07,  228.87,  228.87,    62259,     2162011,  -2.6375,   0.5289,      299845,  -2.6729
Y1400  ,¯¼ÅÖ         ,19930629,  228.87,  228.87,  228.31,  228.31,    70008,     2605002,  -0.2447,   0.5948,      299098,  -0.2450
Y1400  ,¯¼ÅÖ         ,19930630,  228.31,  228.31,  225.43,  225.43,    60850,     2163022,  -1.2614,   0.5162,      295578,  -1.2695
Y1400  ,¯¼ÅÖ         ,19930702,  225.43,  225.43,  219.65,  219.65,    82183,     2969028,  -2.5640,   0.6949,      289962,  -2.5974
Y1400  ,¯¼ÅÖ         ,19930703,  219.65,  219.65,  218.24,  218.24,    67365,     2421005,  -0.6419,   0.5685,      288114,  -0.6440
Y1400  ,¯¼ÅÖ         ,19930705,  218.24,  218.56,  218.24,  218.56,    63924,     2159000,   0.1466,   0.5394,      288533,   0.1465
Y1400  ,¯¼ÅÖ         ,19930706,  218.56,  228.29,  218.56,  228.29,    96139,     3111000,   4.4519,   0.8113,      301375,   4.3556
Y1400  ,¯¼ÅÖ         ,19930707,  228.29,  228.29,  225.97,  225.97,    94427,     2930000,  -1.0163,   0.7968,      298320,  -1.0215
Y1400  ,¯¼ÅÖ         ,19930708,  225.97,  225.97,  225.37,  225.37,    80186,     2537000,  -0.2655,   0.6758,      297531,  -0.2659
Y1400  ,¯¼ÅÖ         ,19930709,  225.37,  229.09,  225.37,  229.09,    78739,     2741002,   1.6506,   0.6636,      302434,   1.6371
Y1400  ,¯¼ÅÖ         ,19930710,  229.09,  231.82,  229.09,  231.82,   117654,     3615002,   1.1917,   0.9901,      306032,   1.1846
Y1400  ,¯¼ÅÖ         ,19930712,  231.82,  231.82,  230.66,  230.66,    74916,     2949014,  -0.5004,   0.6305,      304505,  -0.5016
Y1400  ,¯¼ÅÖ         ,19930713,  230.66,  230.66,  226.14,  226.14,    88591,     3175000,  -1.9596,   0.7455,      298532,  -1.9790
Y1400  ,¯¼ÅÖ         ,19930714,  226.14,  226.41,  226.14,  226.41,    74941,     2916000,   0.1194,   0.6307,      298884,   0.1193
Y1400  ,¯¼ÅÖ         ,19930715,  226.41,  226.41,  223.47,  223.47,    68276,     2780000,  -1.2985,   0.5746,      295013,  -1.3070
Y1400  ,¯¼ÅÖ         ,19930716,  223.47,  223.47,  222.48,  222.48,    64445,     2234011,  -0.4430,   0.5423,      293704,  -0.4440
Y1400  ,¯¼ÅÖ         ,19930717,  222.48,  223.91,  222.48,  223.91,    52119,     2030004,   0.6428,   0.4378,      295593,   0.6407
Y1400  ,¯¼ÅÖ         ,19930719,  223.91,  225.25,  223.91,  225.25,    59240,     2235011,   0.5985,   0.4976,      297354,   0.5967
Y1400  ,¯¼ÅÖ         ,19930720,  225.25,  225.25,  224.17,  224.17,    54308,     2142018,  -0.4795,   0.4525,      295935,  -0.4806
Y1400  ,¯¼ÅÖ         ,19930721,  224.17,  224.57,  224.17,  224.57,    50091,     2056018,   0.1784,   0.4167,      296456,   0.1783
Y1400  ,¯¼ÅÖ         ,19930722,  224.57,  226.52,  224.57,  226.52,    88879,     2725024,   0.8683,   0.7393,      299036,   0.8646
Y1400  ,¯¼ÅÖ         ,19930723,  226.52,  231.81,  226.52,  231.81,   138187,     4415038,   2.3353,   1.1495,      306025,   2.3085
Y1400  ,¯¼ÅÖ         ,19930724,  231.81,  231.81,  231.68,  231.68,    93864,     3135002,  -0.0561,   0.7808,      305863,  -0.0561
Y1400  ,¯¼ÅÖ         ,19930726,  231.68,  233.71,  231.68,  233.71,   105645,     3387008,   0.8762,   0.8788,      308534,   0.8724
Y1400  ,¯¼ÅÖ         ,19930727,  233.71,  235.05,  233.71,  235.05,   114318,     3725000,   0.5734,   0.9457,      310310,   0.5717
Y1400  ,¯¼ÅÖ         ,19930728,  235.05,  235.05,  231.58,  231.58,    96238,     3285002,  -1.4763,   0.7934,      305716,  -1.4873
Y1400  ,¯¼ÅÖ         ,19930729,  231.58,  231.58,  230.55,  230.55,    63821,     2130095,  -0.4448,   0.5262,      304366,  -0.4458
Y1400  ,¯¼ÅÖ         ,19930730,  230.55,  230.55,  230.05,  230.05,    53898,     2009014,  -0.2169,   0.4443,      303704,  -0.2171
Y1400  ,¯¼ÅÖ         ,19930731,  230.05,  230.05,  227.81,  227.81,    41148,     1566002,  -0.9737,   0.3392,      300748,  -0.9785
Y1400  ,¯¼ÅÖ         ,19930802,  227.81,  227.81,  227.53,  227.53,    50686,     2161002,  -0.1229,   0.4179,      300372,  -0.1230
Y1400  ,¯¼ÅÖ         ,19930803,  227.53,  227.93,  227.53,  227.93,    45719,     1835007,   0.1758,   0.3769,      300895,   0.1756
Y1400  ,¯¼ÅÖ         ,19930804,  227.93,  233.70,  227.93,  233.70,    85254,     3064002,   2.5315,   0.7029,      308522,   2.5000
Y1400  ,¯¼ÅÖ         ,19930805,  233.70,  234.07,  233.70,  234.07,    83565,     2943002,   0.1583,   0.6876,      309430,   0.1582
Y1400  ,¯¼ÅÖ         ,19930806,  234.07,  234.07,  233.22,  233.22,   104990,     3374000,  -0.3631,   0.8639,      308300,  -0.3638
Y1400  ,¯¼ÅÖ         ,19930807,  233.22,  233.22,  231.97,  231.97,    70817,     2389000,  -0.5360,   0.5827,      306653,  -0.5374
Y1400  ,¯¼ÅÖ         ,19930809,  231.97,  234.29,  231.97,  234.29,    87946,     3122000,   1.0001,   0.7236,      309716,   0.9952
Y1400  ,¯¼ÅÖ         ,19930810,  234.29,  234.53,  234.29,  234.53,    92033,     3394013,   0.1024,   0.7550,      310046,   0.1024
Y1400  ,¯¼ÅÖ         ,19930811,  234.53,  236.06,  234.53,  236.06,   141646,     4885000,   0.6524,   1.1620,      312066,   0.6502
Y1400  ,¯¼ÅÖ         ,19930812,  236.06,  236.06,  235.95,  235.95,    72847,     2835002,  -0.0466,   0.5976,      311917,  -0.0466
Y1400  ,¯¼ÅÖ         ,19930813,  235.95,  235.95,  235.72,  235.72,    81428,     3165002,  -0.0975,   0.6680,      311602,  -0.0975
Y1400  ,¯¼ÅÖ         ,19930814,  235.72,  235.76,  235.72,  235.76,    55463,     2161000,   0.0170,   0.4550,      311655,   0.0170
Y1400  ,¯¼ÅÖ         ,19930816,  235.76,  235.76,  235.70,  235.70,    87175,     3441000,  -0.0254,   0.7152,      311574,  -0.0255
Y1400  ,¯¼ÅÖ         ,19930817,  235.70,  236.08,  235.70,  236.08,    68576,     2691000,   0.1612,   0.5626,      312079,   0.1611
Y1400  ,¯¼ÅÖ         ,19930818,  236.08,  236.08,  235.54,  235.54,   124094,     4557005,  -0.2287,   1.0180,      311366,  -0.2290
Y1400  ,¯¼ÅÖ         ,19930819,  235.54,  235.54,  235.46,  235.46,    91418,     3537000,  -0.0340,   0.7499,      311261,  -0.0340
Y1400  ,¯¼ÅÖ         ,19930820,  235.46,  235.46,  233.09,  233.09,   110516,     4168000,  -1.0065,   0.9065,      308129,  -1.0116
Y1400  ,¯¼ÅÖ         ,19930821,  233.09,  233.09,  231.59,  231.59,    91929,     3671000,  -0.6435,   0.7533,      306144,  -0.6456
Y1400  ,¯¼ÅÖ         ,19930823,  231.59,  231.59,  231.05,  231.05,   114547,     4000000,  -0.2332,   0.9386,      305435,  -0.2334
Y1400  ,¯¼ÅÖ         ,19930824,  231.05,  231.05,  228.40,  228.40,   124098,     4332000,  -1.1469,   1.0164,      301929,  -1.1536
Y1400  ,¯¼ÅÖ         ,19930825,  228.40,  228.40,  228.05,  228.05,   113880,     3865000,  -0.1532,   0.8957,      301463,  -0.1534
Y1400  ,¯¼ÅÖ         ,19930826,  228.05,  228.05,  227.92,  227.92,   102650,     3662000,  -0.0570,   0.8074,      301294,  -0.0570
Y1400  ,¯¼ÅÖ         ,19930827,  227.92,  227.92,  223.85,  223.85,    75084,     2565000,  -1.7857,   0.5906,      295912,  -1.8019
Y1400  ,¯¼ÅÖ         ,19930828,  223.85,  224.72,  223.85,  224.72,    67631,     2412026,   0.3887,   0.5319,      297068,   0.3879
Y1400  ,¯¼ÅÖ         ,19930830,  224.72,  224.72,  223.45,  223.45,    61975,     2225005,  -0.5651,   0.4875,      295397,  -0.5668
Y1400  ,¯¼ÅÖ         ,19930831,  223.45,  223.45,  220.71,  220.71,    81407,     2907016,  -1.2262,   0.6403,      291768,  -1.2338
Y1400  ,¯¼ÅÖ         ,19930901,  220.71,  220.71,  216.81,  216.81,    78390,     2650000,  -1.7670,   0.6166,      286618,  -1.7828
Y1400  ,¯¼ÅÖ         ,19930902,  216.81,  216.81,  215.68,  215.68,    84285,     2881013,  -0.5212,   0.6629,      285132,  -0.5226
Y1400  ,¯¼ÅÖ         ,19930903,  215.68,  215.68,  212.84,  212.84,    79638,     2374056,  -1.3168,   0.6264,      281374,  -1.3255
Y1400  ,¯¼ÅÖ         ,19930904,  212.84,  215.80,  212.84,  215.80,    83191,     2832000,   1.3907,   0.6543,      285286,   1.3811
Y1400  ,¯¼ÅÖ         ,19930906,  215.80,  215.80,  213.37,  213.37,    68880,     2409000,  -1.1260,   0.5418,      282080,  -1.1324
Y1400  ,¯¼ÅÖ         ,19930907,  213.37,  217.69,  213.37,  217.69,   100780,     3438000,   2.0247,   0.7927,      287780,   2.0044
Y1400  ,¯¼ÅÖ         ,19930908,  217.69,  217.69,  217.20,  217.20,   103129,     3479053,  -0.2251,   0.8099,      287129,  -0.2253
Y1400  ,¯¼ÅÖ         ,19930909,  217.20,  217.20,  215.81,  215.81,    77991,     2619000,  -0.6400,   0.6115,      285564,  -0.6420
Y1400  ,¯¼ÅÖ         ,19930910,  215.81,  217.93,  215.81,  217.93,    78894,     2794000,   0.9823,   0.6186,      288379,   0.9776
Y1400  ,¯¼ÅÖ         ,19930911,  217.93,  218.29,  217.93,  218.29,    55239,     2062002,   0.1652,   0.4331,      288857,   0.1651
Y1400  ,¯¼ÅÖ         ,19930913,  218.29,  218.29,  215.90,  215.90,    71262,     2518000,  -1.0949,   0.5587,      285691,  -1.1009
Y1400  ,¯¼ÅÖ         ,19930914,  215.90,  215.90,  214.93,  214.93,    67519,     2491000,  -0.4493,   0.5289,      284406,  -0.4503
Y1400  ,¯¼ÅÖ         ,19930915,  214.93,  214.93,  213.08,  213.08,    60737,     2089083,  -0.8607,   0.4699,      284340,  -0.8645
Y1400  ,¯¼ÅÖ         ,19930916,  213.08,  213.16,  213.08,  213.16,    81500,     3120004,   0.0375,   0.6306,      284436,   0.0375
Y1400  ,¯¼ÅÖ         ,19930917,  213.16,  222.74,  213.16,  222.74,   165731,     5062013,   4.4943,   1.2822,      297217,   4.3962
Y1400  ,¯¼ÅÖ         ,19930918,  222.74,  222.91,  222.74,  222.91,   122280,     4186000,   0.0763,   0.9461,      297438,   0.0763
Y1400  ,¯¼ÅÖ         ,19930920,  222.91,  222.91,  222.01,  222.01,   113451,     4065000,  -0.4038,   0.8778,      296233,  -0.4046
Y1400  ,¯¼ÅÖ         ,19930921,  222.01,  222.01,  220.58,  220.58,    87480,     3336003,  -0.6441,   0.6768,      294321,  -0.6462
Y1400  ,¯¼ÅÖ         ,19930922,  220.58,  220.61,  220.58,  220.61,    87970,     3200000,   0.0136,   0.6806,      294358,   0.0136
Y1400  ,¯¼ÅÖ         ,19930923,  220.61,  220.61,  220.51,  220.51,    75580,     3192000,  -0.0453,   0.5848,      294232,  -0.0453
Y1400  ,¯¼ÅÖ         ,19930924,  220.51,  220.51,  220.30,  220.30,    58319,     2124000,  -0.0952,   0.4512,      293941,  -0.0953
Y1400  ,¯¼ÅÖ         ,19930925,  220.30,  220.30,  220.22,  220.22,    59122,     2180172,  -0.0363,   0.4574,      293826,  -0.0363
Y1400  ,¯¼ÅÖ         ,19930927,  220.22,  220.22,  218.52,  218.52,    65165,     2478008,  -0.7720,   0.5042,      291553,  -0.7750
Y1400  ,¯¼ÅÖ         ,19930929,  218.52,  218.52,  217.71,  217.71,    53986,     2214020,  -0.3707,   0.4177,      290478,  -0.3714
Y1400  ,¯¼ÅÖ         ,19931001,  217.71,  217.71,  216.48,  216.48,    53032,     2384005,  -0.5650,   0.4103,      288831,  -0.5666
Y1400  ,¯¼ÅÖ         ,19931002,  216.48,  216.48,  216.38,  216.38,    39742,     1718002,  -0.0462,   0.3075,      288688,  -0.0462
Y1400  ,¯¼ÅÖ         ,19931004,  216.38,  216.66,  216.38,  216.66,    40365,     1600000,   0.1294,   0.3123,      289065,   0.1293
Y1400  ,¯¼ÅÖ         ,19931005,  216.66,  216.66,  216.19,  216.19,    47947,     1861001,  -0.2169,   0.3710,      288443,  -0.2172
Y1400  ,¯¼ÅÖ         ,19931006,  216.19,  216.19,  216.03,  216.03,    49684,     1745005,  -0.0740,   0.3844,      288217,  -0.0740
Y1400  ,¯¼ÅÖ         ,19931007,  216.03,  219.78,  216.03,  219.78,    91905,     2938034,   1.7359,   0.7111,      293224,   1.7210
Y1400  ,¯¼ÅÖ         ,19931008,  219.78,  219.78,  219.44,  219.44,    93264,     2931086,  -0.1547,   0.7216,      292772,  -0.1548
Y1400  ,¯¼ÅÖ         ,19931009,  219.44,  219.84,  219.44,  219.84,    47434,     1557052,   0.1823,   0.3670,      293299,   0.1821
Y1400  ,¯¼ÅÖ         ,19931012,  219.84,  224.05,  219.84,  224.05,   106335,     3227017,   1.9150,   0.8227,      298912,   1.8969
Y1400  ,¯¼ÅÖ         ,19931013,  224.05,  225.20,  224.05,  225.20,   146169,     4230148,   0.5133,   1.1309,      300448,   0.5120
Y1400  ,¯¼ÅÖ         ,19931014,  225.20,  225.20,  225.03,  225.03,   172628,     5037121,  -0.0755,   1.3356,      300217,  -0.0755
Y1400  ,¯¼ÅÖ         ,19931015,  225.03,  225.25,  225.03,  225.25,    97385,     3285081,   0.0978,   0.7535,      300504,   0.0977
Y1400  ,¯¼ÅÖ         ,19931016,  225.25,  225.96,  225.25,  225.96,    94171,     2892045,   0.3152,   0.7286,      301454,   0.3147
Y1400  ,¯¼ÅÖ         ,19931018,  225.96,  228.24,  225.96,  228.24,   142428,     4705031,   1.0090,   1.1020,      304496,   1.0040
Y1400  ,¯¼ÅÖ         ,19931019,  228.24,  228.24,  224.03,  224.03,   141827,     4701004,  -1.8445,   1.0973,      298887,  -1.8618
Y1400  ,¯¼ÅÖ         ,19931020,  224.03,  224.03,  223.91,  223.91,   114579,     4507026,  -0.0536,   0.8865,      298726,  -0.0536
Y1400  ,¯¼ÅÖ         ,19931021,  223.91,  224.23,  223.91,  224.23,    97451,     3533101,   0.1429,   0.7540,      299154,   0.1428
Y1400  ,¯¼ÅÖ         ,19931022,  224.23,  230.30,  224.23,  230.30,   189046,     6369126,   2.7070,   1.4603,      307254,   2.6710
Y1400  ,¯¼ÅÖ         ,19931023,  230.30,  233.63,  230.30,  233.63,   226378,     7167010,   1.4459,   1.7487,      311694,   1.4356
Y1400  ,¯¼ÅÖ         ,19931026,  233.63,  233.63,  233.59,  233.59,   153834,     5128046,  -0.0171,   1.1856,      311643,  -0.0171
Y1400  ,¯¼ÅÖ         ,19931027,  233.59,  234.00,  233.59,  234.00,   152721,     5966028,   0.1755,   1.1770,      312192,   0.1754
Y1400  ,¯¼ÅÖ         ,19931028,  234.00,  234.00,  231.29,  231.29,   135925,     4899017,  -1.1581,   1.0475,      308580,  -1.1649
Y1400  ,¯¼ÅÖ         ,19931029,  231.29,  232.73,  231.29,  232.73,   138916,     5101071,   0.6226,   1.0706,      310499,   0.6207
Y1400  ,¯¼ÅÖ         ,19931030,  232.73,  236.22,  232.73,  236.22,   159957,     4777047,   1.4996,   1.2313,      315539,   1.4885
Y1400  ,¯¼ÅÖ         ,19931102,  236.22,  242.28,  236.22,  242.28,   225761,     6320022,   2.5654,   1.7379,      323639,   2.5331
Y1400  ,¯¼ÅÖ         ,19931103,  242.28,  245.36,  242.28,  245.36,   246281,     8005004,   1.2713,   1.8958,      327748,   1.2632
Y1400  ,¯¼ÅÖ         ,19931104,  245.36,  246.15,  245.36,  246.15,   256887,     8308125,   0.3220,   1.9775,      328817,   0.3215
Y1400  ,¯¼ÅÖ         ,19931105,  246.15,  246.15,  245.50,  245.50,   202335,     7148066,  -0.2641,   1.5576,      327938,  -0.2644
Y1400  ,¯¼ÅÖ         ,19931106,  245.50,  245.50,  244.19,  244.19,   128961,     5017004,  -0.5336,   0.9927,      326183,  -0.5350
Y1400  ,¯¼ÅÖ         ,19931108,  244.19,  244.19,  241.32,  241.32,   126578,     4915002,  -1.1753,   0.9744,      322346,  -1.1823
Y1400  ,¯¼ÅÖ         ,19931109,  241.32,  241.32,  239.55,  239.55,   131143,     4681000,  -0.7335,   1.0079,      319982,  -0.7362
Y1400  ,¯¼ÅÖ         ,19931110,  239.55,  241.60,  239.55,  241.60,   141534,     5006012,   0.8558,   1.0877,      322720,   0.8521
Y1400  ,¯¼ÅÖ         ,19931111,  241.60,  244.06,  241.60,  244.06,   138393,     4868002,   1.0182,   1.0636,      325999,   1.0131
Y1400  ,¯¼ÅÖ         ,19931115,  244.06,  246.16,  244.06,  246.16,   178148,     5633061,   0.8604,   1.3691,      328810,   0.8568
Y1400  ,¯¼ÅÖ         ,19931116,  246.16,  246.16,  246.16,  246.16,   182793,     5146002,   0.0000,   1.4048,      328803,   0.0000
Y1400  ,¯¼ÅÖ         ,19931117,  246.16,  246.16,  245.06,  245.06,   136489,     4463015,  -0.4469,   1.0490,      327329,  -0.4479
Y1400  ,¯¼ÅÖ         ,19931118,  245.06,  245.45,  245.06,  245.45,   166417,     5242009,   0.1591,   1.2790,      327845,   0.1590
Y1400  ,¯¼ÅÖ         ,19931119,  245.45,  245.45,  243.20,  243.20,   310890,     8086096,  -0.9167,   2.3893,      324847,  -0.9209
Y1400  ,¯¼ÅÖ         ,19931120,  243.20,  249.07,  243.20,  249.07,   207764,     5582101,   2.4137,   1.5968,      332681,   2.3850
Y1400  ,¯¼ÅÖ         ,19931122,  249.07,  249.07,  247.10,  247.10,   242849,     6480036,  -0.7909,   1.8664,      330050,  -0.7941
Y1400  ,¯¼ÅÖ         ,19931123,  247.10,  247.10,  244.87,  244.87,   140497,     4043112,  -0.9025,   1.0798,      327073,  -0.9066
Y1400  ,¯¼ÅÖ         ,19931124,  244.87,  244.87,  242.47,  242.47,   141986,     4327064,  -0.9801,   1.0912,      323868,  -0.9849
