ÃÒ¨é¥N½X,Â²ºÙ,¦~¤ë¤é,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,¦¨¥æ¶q,¦¨¥æ­È,³ø¹S²v,¶gÂà²v,¥«­È,³ø¹S²v-Ln
Y1400  ,¯¼ÅÖ         ,19921002,  239.13,  249.96,  239.13,  249.96,   138416,     4252000,   4.5289,   1.2317,      316337,   4.4294
Y1400  ,¯¼ÅÖ         ,19921003,  249.96,  251.54,  249.96,  251.54,   119228,     3670000,   0.6321,   1.0610,      318342,   0.6301
Y1400  ,¯¼ÅÖ         ,19921005,  251.54,  252.94,  251.54,  252.94,   116803,     3767000,   0.5566,   1.0394,      320117,   0.5550
Y1400  ,¯¼ÅÖ         ,19921006,  252.94,  252.94,  239.72,  239.72,    81315,     2413000,  -5.2265,   0.7236,      303379,  -5.3681
Y1400  ,¯¼ÅÖ         ,19921007,  239.72,  241.08,  239.72,  241.08,    70009,     2236000,   0.5673,   0.6230,      305099,   0.5657
Y1400  ,¯¼ÅÖ         ,19921008,  241.08,  247.98,  241.08,  247.98,    93481,     3189000,   2.8621,   0.8319,      313837,   2.8219
Y1400  ,¯¼ÅÖ         ,19921009,  247.98,  247.98,  244.30,  244.30,    82176,     3054000,  -1.4840,   0.7309,      309178,  -1.4951
Y1400  ,¯¼ÅÖ         ,19921012,  244.30,  244.30,  241.94,  241.94,    48136,     1675000,  -0.9660,   0.4281,      306191,  -0.9707
Y1400  ,¯¼ÅÖ         ,19921013,  241.94,  241.94,  240.77,  240.77,    45112,     1501000,  -0.4836,   0.4012,      304709,  -0.4848
Y1400  ,¯¼ÅÖ         ,19921014,  240.77,  243.08,  240.77,  243.08,    38791,     1321000,   0.9594,   0.3450,      307636,   0.9548
Y1400  ,¯¼ÅÖ         ,19921015,  243.08,  250.35,  243.08,  250.35,    96842,     3285000,   2.9908,   0.8613,      316838,   2.9469
Y1400  ,¯¼ÅÖ         ,19921016,  250.35,  250.35,  247.87,  247.87,    70932,     2490000,  -0.9906,   0.6309,      313693,  -0.9956
Y1400  ,¯¼ÅÖ         ,19921017,  247.87,  251.83,  247.87,  251.83,    76519,     2396000,   1.5976,   0.6805,      318707,   1.5850
Y1400  ,¯¼ÅÖ         ,19921019,  251.83,  251.83,  250.13,  250.13,    64042,     1973000,  -0.6751,   0.5696,      316556,  -0.6773
Y1400  ,¯¼ÅÖ         ,19921020,  250.13,  250.13,  249.16,  249.16,    55735,     1783000,  -0.3878,   0.4957,      315326,  -0.3886
Y1400  ,¯¼ÅÖ         ,19921021,  249.16,  249.16,  245.62,  245.62,    55109,     1831000,  -1.4208,   0.4901,      310846,  -1.4310
Y1400  ,¯¼ÅÖ         ,19921022,  245.62,  246.51,  245.62,  246.51,    43122,     1519000,   0.3623,   0.3827,      311979,   0.3617
Y1400  ,¯¼ÅÖ         ,19921023,  246.51,  246.51,  243.60,  243.60,    34790,     1126000,  -1.1805,   0.3087,      308297,  -1.1875
Y1400  ,¯¼ÅÖ         ,19921024,  243.60,  243.95,  243.60,  243.95,    28848,      875000,   0.1437,   0.2560,      308741,   0.1436
Y1400  ,¯¼ÅÖ         ,19921027,  243.95,  243.95,  243.23,  243.23,    26741,      837000,  -0.2951,   0.2373,      307823,  -0.2956
Y1400  ,¯¼ÅÖ         ,19921028,  243.23,  244.66,  243.23,  244.66,    31161,      953000,   0.5879,   0.2765,      309633,   0.5862
Y1400  ,¯¼ÅÖ         ,19921029,  244.66,  244.66,  241.98,  241.98,    44178,     1421000,  -1.0954,   0.3920,      306248,  -1.1014
Y1400  ,¯¼ÅÖ         ,19921030,  241.98,  241.98,  241.03,  241.03,    33584,     1102000,  -0.3926,   0.2980,      305044,  -0.3934
Y1400  ,¯¼ÅÖ         ,19921102,  241.03,  241.03,  234.96,  234.96,    33458,      977000,  -2.5184,   0.2969,      297363,  -2.5506
Y1400  ,¯¼ÅÖ         ,19921103,  234.96,  235.06,  234.96,  235.06,    36657,     1114000,   0.0426,   0.3253,      297481,   0.0426
Y1400  ,¯¼ÅÖ         ,19921104,  235.06,  235.06,  231.13,  231.13,    27959,      796000,  -1.6719,   0.2481,      292515,  -1.6860
Y1400  ,¯¼ÅÖ         ,19921105,  231.13,  238.81,  231.13,  238.81,    59804,     1779000,   3.3228,   0.5307,      302228,   3.2688
Y1400  ,¯¼ÅÖ         ,19921106,  238.81,  238.81,  233.08,  233.08,    39392,     1192000,  -2.3994,   0.3496,      294978,  -2.4287
Y1400  ,¯¼ÅÖ         ,19921107,  233.08,  233.40,  233.08,  233.40,    22505,      692000,   0.1373,   0.1997,      295389,   0.1372
Y1400  ,¯¼ÅÖ         ,19921109,  233.40,  233.40,  233.03,  233.03,    19712,      604000,  -0.1585,   0.1749,      294921,  -0.1587
Y1400  ,¯¼ÅÖ         ,19921110,  233.03,  233.03,  232.20,  232.20,    17455,      503000,  -0.3562,   0.1530,      293865,  -0.3568
Y1400  ,¯¼ÅÖ         ,19921111,  232.20,  235.09,  232.20,  235.09,    37288,     1047000,   1.2446,   0.3269,      297518,   1.2369
Y1400  ,¯¼ÅÖ         ,19921113,  235.09,  235.09,  233.69,  233.69,    23520,      632000,  -0.5955,   0.2062,      295745,  -0.5973
Y1400  ,¯¼ÅÖ         ,19921114,  233.69,  235.17,  233.69,  235.17,    13951,      389000,   0.6333,   0.1223,      297620,   0.6313
Y1400  ,¯¼ÅÖ         ,19921116,  235.17,  235.17,  234.89,  234.89,    24073,      601000,  -0.1191,   0.2110,      297265,  -0.1191
Y1400  ,¯¼ÅÖ         ,19921117,  234.89,  234.89,  234.07,  234.07,    18676,      471000,  -0.3491,   0.1627,      296238,  -0.3497
Y1400  ,¯¼ÅÖ         ,19921118,  234.07,  237.97,  234.07,  237.97,    32670,      929000,   1.6662,   0.2846,      301169,   1.6524
Y1400  ,¯¼ÅÖ         ,19921119,  237.97,  239.89,  237.97,  239.89,    47522,     1357000,   0.8068,   0.4139,      303595,   0.8036
Y1400  ,¯¼ÅÖ         ,19921120,  239.89,  241.60,  239.89,  241.60,    52708,     1623000,   0.7128,   0.4591,      305758,   0.7103
Y1400  ,¯¼ÅÖ         ,19921121,  241.60,  241.60,  239.79,  239.79,    24134,      702000,  -0.7492,   0.2102,      303470,  -0.7520
Y1400  ,¯¼ÅÖ         ,19921123,  241.60,  241.60,  238.39,  238.39,    22720,      696000,  -0.5838,   0.1979,      301698,  -0.5856
Y1400  ,¯¼ÅÖ         ,19921124,  238.39,  238.97,  238.39,  238.97,    23861,      833000,   0.2433,   0.2078,      302429,   0.2430
Y1400  ,¯¼ÅÖ         ,19921125,  238.97,  238.97,  237.31,  237.31,    22112,      708000,  -0.6946,   0.1926,      300338,  -0.6971
Y1400  ,¯¼ÅÖ         ,19921126,  237.31,  237.31,  236.53,  236.53,    16422,      515000,  -0.3287,   0.1430,      299351,  -0.3292
Y1400  ,¯¼ÅÖ         ,19921127,  236.53,  236.53,  236.39,  236.39,    22203,      641000,  -0.0592,   0.1934,      299162,  -0.0592
Y1400  ,¯¼ÅÖ         ,19921128,  236.39,  236.54,  236.39,  236.54,    17988,      531000,   0.0635,   0.1567,      299354,   0.0634
Y1400  ,¯¼ÅÖ         ,19921130,  236.54,  236.54,  234.69,  234.69,    17959,      525000,  -0.7821,   0.1562,      297012,  -0.7852
Y1400  ,¯¼ÅÖ         ,19921201,  234.69,  234.69,  232.56,  232.56,    21101,      639000,  -0.9076,   0.1826,      297125,  -0.9117
Y1400  ,¯¼ÅÖ         ,19921202,  232.56,  232.56,  231.39,  231.39,    15768,      447000,  -0.5031,   0.1364,      295636,  -0.5044
Y1400  ,¯¼ÅÖ         ,19921203,  231.39,  231.39,  230.42,  230.42,    19021,      558000,  -0.4192,   0.1646,      294386,  -0.4201
Y1400  ,¯¼ÅÖ         ,19921204,  230.42,  231.64,  230.42,  231.64,    18177,      535000,   0.5295,   0.1573,      295957,   0.5281
Y1400  ,¯¼ÅÖ         ,19921205,  231.64,  235.19,  231.64,  235.19,    23419,      669000,   1.5326,   0.2026,      300484,   1.5209
Y1400  ,¯¼ÅÖ         ,19921207,  235.19,  237.73,  235.19,  237.73,    45007,     1267000,   1.0800,   0.3894,      303728,   1.0742
Y1400  ,¯¼ÅÖ         ,19921208,  237.73,  237.73,  237.70,  237.70,    41192,     1165000,  -0.0126,   0.3564,      303697,  -0.0126
Y1400  ,¯¼ÅÖ         ,19921209,  237.70,  240.79,  237.70,  240.79,    62132,     1795000,   1.3000,   0.5371,      307642,   1.2916
Y1400  ,¯¼ÅÖ         ,19921210,  240.79,  240.79,  238.74,  238.74,    51664,     1426000,  -0.8514,   0.4466,      305021,  -0.8550
Y1400  ,¯¼ÅÖ         ,19921211,  238.74,  238.74,  237.86,  237.86,    26764,      744000,  -0.3686,   0.2313,      303898,  -0.3693
Y1400  ,¯¼ÅÖ         ,19921212,  237.86,  238.50,  237.86,  238.50,    32559,      910000,   0.2691,   0.2814,      304721,   0.2687
Y1400  ,¯¼ÅÖ         ,19921214,  238.50,  238.50,  236.71,  236.71,    69515,     1968000,  -0.7505,   0.6009,      302424,  -0.7534
Y1400  ,¯¼ÅÖ         ,19921215,  236.71,  236.71,  236.31,  236.31,    34922,      976000,  -0.1690,   0.3019,      301917,  -0.1691
Y1400  ,¯¼ÅÖ         ,19921216,  236.31,  236.31,  235.41,  235.41,    43292,     1167000,  -0.3809,   0.3742,      300771,  -0.3816
Y1400  ,¯¼ÅÖ         ,19921217,  235.41,  235.80,  235.41,  235.80,    61283,     1606000,   0.1657,   0.5297,      301260,   0.1655
Y1400  ,¯¼ÅÖ         ,19921218,  235.80,  235.80,  234.59,  234.59,    54283,     1514000,  -0.5131,   0.4692,      299722,  -0.5145
Y1400  ,¯¼ÅÖ         ,19921221,  234.59,  234.59,  229.74,  229.74,    74919,     2077000,  -2.0674,   0.6476,      293530,  -2.0891
Y1400  ,¯¼ÅÖ         ,19921222,  229.74,  229.74,  228.32,  228.32,    36102,      965000,  -0.6181,   0.3121,      291706,  -0.6200
Y1400  ,¯¼ÅÖ         ,19921223,  228.32,  228.32,  217.89,  217.89,    68871,     1775000,  -4.5681,   0.5953,      278386,  -4.6758
Y1400  ,¯¼ÅÖ         ,19921224,  217.89,  218.30,  217.89,  218.30,    40277,     1017000,   0.1882,   0.3482,      278906,   0.1880
Y1400  ,¯¼ÅÖ         ,19921228,  218.30,  218.30,  208.94,  208.94,    60819,     1402000,  -4.2877,   0.5257,      266949,  -4.3823
Y1400  ,¯¼ÅÖ         ,19921229,  208.94,  211.41,  208.94,  211.41,    50375,     1265000,   1.1822,   0.4354,      270102,   1.1752
Y1400  ,¯¼ÅÖ         ,19930105,  211.41,  211.41,  208.91,  208.91,    43540,     1108000,  -1.1825,   0.3764,      266908,  -1.1896
Y1400  ,¯¼ÅÖ         ,19930106,  208.91,  208.91,  198.01,  198.01,    58981,     1345000,  -5.2176,   0.5098,      252978,  -5.3586
Y1400  ,¯¼ÅÖ         ,19930107,  198.01,  198.01,  193.11,  193.11,    56845,     1276000,  -2.4746,   0.4914,      246727,  -2.5058
Y1400  ,¯¼ÅÖ         ,19930108,  193.11,  195.01,  193.11,  195.01,    55155,     1249000,   0.9839,   0.4768,      249149,   0.9791
Y1400  ,¯¼ÅÖ         ,19930109,  195.01,  201.17,  195.01,  201.17,    54828,     1313000,   3.1588,   0.4739,      257023,   3.1099
Y1400  ,¯¼ÅÖ         ,19930111,  201.17,  201.17,  195.26,  195.26,    47860,     1134000,  -2.9378,   0.4137,      249472,  -2.9818
Y1400  ,¯¼ÅÖ         ,19930112,  195.26,  199.40,  195.26,  199.40,    39022,      960000,   2.1202,   0.3373,      254758,   2.0981
Y1400  ,¯¼ÅÖ         ,19930113,  199.40,  199.70,  199.40,  199.70,    40943,      975000,   0.1505,   0.3539,      255148,   0.1503
Y1400  ,¯¼ÅÖ         ,19930114,  199.70,  204.44,  199.70,  204.44,    68673,     1695000,   2.3736,   0.5936,      261199,   2.3458
Y1400  ,¯¼ÅÖ         ,19930115,  204.44,  207.60,  204.44,  207.60,   101950,     2501000,   1.5457,   0.8812,      265232,   1.5339
Y1400  ,¯¼ÅÖ         ,19930116,  207.60,  211.56,  207.60,  211.56,    71898,     1761000,   1.9075,   0.6215,      270299,   1.8895
Y1400  ,¯¼ÅÖ         ,19930118,  211.56,  211.56,  211.48,  211.48,    70395,     1786000,  -0.0378,   0.6085,      270200,  -0.0378
Y1400  ,¯¼ÅÖ         ,19930119,  211.48,  213.94,  211.48,  213.94,    75707,     1925000,   1.1632,   0.6544,      273334,   1.1565
Y1400  ,¯¼ÅÖ         ,19930127,  213.94,  213.94,  203.95,  203.95,    49687,     1218000,  -4.6695,   0.4295,      260570,  -4.7821
Y1400  ,¯¼ÅÖ         ,19930128,  203.95,  205.36,  203.95,  205.36,    35975,      871000,   0.6913,   0.3110,      262369,   0.6890
Y1400  ,¯¼ÅÖ         ,19930129,  205.36,  205.36,  202.00,  202.00,    33805,      811000,  -1.6362,   0.2922,      258084,  -1.6497
Y1400  ,¯¼ÅÖ         ,19930130,  202.00,  211.49,  202.00,  211.49,    57466,     1447000,   4.6980,   0.4963,      270391,   4.5910
Y1400  ,¯¼ÅÖ         ,19930201,  211.49,  221.17,  211.49,  221.17,   125739,     3216000,   4.5770,   1.0779,      287202,   4.4754
Y1400  ,¯¼ÅÖ         ,19930202,  221.17,  223.68,  221.17,  223.68,   144630,     3516000,   1.1349,   1.2398,      290459,   1.1285
Y1400  ,¯¼ÅÖ         ,19930203,  223.68,  224.41,  223.68,  224.41,   145550,     3750000,   0.3264,   1.2477,      291399,   0.3258
Y1400  ,¯¼ÅÖ         ,19930204,  224.41,  226.95,  224.41,  226.95,   146187,     4001000,   1.1319,   1.2532,      294706,   1.1255
Y1400  ,¯¼ÅÖ         ,19930205,  226.95,  229.90,  226.95,  229.90,   150391,     4557000,   1.2998,   1.2892,      298540,   1.2915
Y1400  ,¯¼ÅÖ         ,19930206,  229.90,  229.90,  228.64,  228.64,   125729,     4021000,  -0.5481,   1.0778,      296901,  -0.5496
Y1400  ,¯¼ÅÖ         ,19930208,  228.64,  229.31,  228.64,  229.31,   100731,     3104000,   0.2930,   0.8635,      297773,   0.2926
Y1400  ,¯¼ÅÖ         ,19930209,  229.31,  229.31,  227.80,  227.80,    84453,     2624000,  -0.6585,   0.7240,      295811,  -0.6607
Y1400  ,¯¼ÅÖ         ,19930210,  227.80,  227.80,  223.37,  223.37,   126340,     3663000,  -1.9447,   1.0830,      290049,  -1.9638
Y1400  ,¯¼ÅÖ         ,19930211,  223.37,  225.98,  223.37,  225.98,    85301,     2608000,   1.1685,   0.7312,      293448,   1.1617
Y1400  ,¯¼ÅÖ         ,19930212,  225.98,  234.03,  225.98,  234.03,   187486,     5301000,   3.5623,   1.6072,      303896,   3.5003
Y1400  ,¯¼ÅÖ         ,19930213,  234.03,  236.95,  234.03,  236.95,   186069,     5341000,   1.2477,   1.5950,      307683,   1.2400
Y1400  ,¯¼ÅÖ         ,19930215,  236.95,  236.96,  236.95,  236.96,   196802,     5891000,   0.0042,   1.6870,      307696,   0.0042
Y1400  ,¯¼ÅÖ         ,19930216,  236.96,  236.96,  234.89,  234.89,   135508,     4017000,  -0.8736,   1.1616,      305016,  -0.8774
Y1400  ,¯¼ÅÖ         ,19930217,  234.89,  241.53,  234.89,  241.53,   184964,     5319000,   2.8269,   1.5856,      313637,   2.7876
Y1400  ,¯¼ÅÖ         ,19930218,  241.53,  241.53,  239.35,  239.35,   210063,     6344000,  -0.9026,   1.8007,      310799,  -0.9067
Y1400  ,¯¼ÅÖ         ,19930219,  239.35,  239.35,  238.66,  238.66,   159433,     4924000,  -0.2883,   1.3667,      309904,  -0.2887
Y1400  ,¯¼ÅÖ         ,19930220,  238.66,  245.94,  238.66,  245.94,   181561,     5503000,   3.0504,   1.5542,      319365,   3.0048
Y1400  ,¯¼ÅÖ         ,19930222,  245.94,  248.56,  245.94,  248.56,   279845,     8330000,   1.0653,   2.3956,      322759,   1.0597
Y1400  ,¯¼ÅÖ         ,19930223,  248.56,  248.56,  246.93,  246.93,   262619,     7301000,  -0.6558,   2.2481,      320647,  -0.6579
Y1400  ,¯¼ÅÖ         ,19930224,  246.93,  246.93,  244.36,  244.36,   190430,     5574000,  -1.0408,   1.6302,      317314,  -1.0462
Y1400  ,¯¼ÅÖ         ,19930225,  244.36,  248.13,  244.36,  248.13,   171558,     5403000,   1.5428,   1.4686,      322209,   1.5310
Y1400  ,¯¼ÅÖ         ,19930226,  248.13,  250.34,  248.13,  250.34,   215192,     6977000,   0.8907,   1.8421,      325074,   0.8867
Y1400  ,¯¼ÅÖ         ,19930227,  250.34,  257.42,  250.34,  257.42,   245127,     8032000,   2.8282,   2.0984,      334270,   2.7889
Y1400  ,¯¼ÅÖ         ,19930301,  257.42,  263.01,  257.42,  263.01,   273411,     9114000,   2.1715,   2.3405,      341529,   2.1483
Y1400  ,¯¼ÅÖ         ,19930302,  263.01,  263.01,  253.42,  253.42,   333473,     9883000,  -3.6462,   2.8547,      329070,  -3.7144
Y1400  ,¯¼ÅÖ         ,19930303,  253.42,  264.37,  253.42,  264.37,   256392,     7890000,   4.3209,   2.1948,      343297,   4.2301
Y1400  ,¯¼ÅÖ         ,19930304,  264.37,  272.52,  264.37,  272.52,   309959,     9683000,   3.0828,   2.6534,      353873,   3.0362
Y1400  ,¯¼ÅÖ         ,19930305,  272.52,  272.52,  264.27,  264.27,   244353,     7733000,  -3.0273,   2.0918,      343167,  -3.0741
Y1400  ,¯¼ÅÖ         ,19930306,  264.27,  266.71,  264.27,  266.71,   189920,     6543000,   0.9233,   1.6258,      346337,   0.9191
Y1400  ,¯¼ÅÖ         ,19930308,  266.71,  266.71,  265.52,  265.52,   271777,     9810000,  -0.4462,   2.3265,      344788,  -0.4472
Y1400  ,¯¼ÅÖ         ,19930309,  265.52,  265.52,  261.16,  261.16,   201699,     6866000,  -1.6421,   1.7266,      339129,  -1.6557
Y1400  ,¯¼ÅÖ         ,19930310,  261.16,  263.04,  261.16,  263.04,   161149,     5250000,   0.7199,   1.3793,      341599,   0.7173
Y1400  ,¯¼ÅÖ         ,19930311,  263.04,  270.51,  263.04,  270.51,   257049,     7746000,   2.8399,   2.1992,      351421,   2.8003
Y1400  ,¯¼ÅÖ         ,19930312,  270.51,  270.51,  268.83,  268.83,   317521,     9431000,  -0.6210,   2.7165,      349236,  -0.6230
Y1400  ,¯¼ÅÖ         ,19930313,  268.83,  268.83,  264.54,  264.54,   202261,     5789000,  -1.5958,   1.7304,      343668,  -1.6087
Y1400  ,¯¼ÅÖ         ,19930315,  264.54,  270.59,  264.54,  270.59,   267570,     7440000,   2.2870,   2.2892,      351522,   2.2612
Y1400  ,¯¼ÅÖ         ,19930316,  270.59,  274.60,  270.59,  274.60,   411386,    12032000,   1.4819,   3.5196,      356729,   1.4711
Y1400  ,¯¼ÅÖ         ,19930317,  274.60,  274.60,  271.51,  271.51,   211588,     6618000,  -1.1253,   1.8102,      352715,  -1.1317
Y1400  ,¯¼ÅÖ         ,19930318,  271.51,  275.36,  271.51,  275.36,   212050,     7228000,   1.4180,   1.8142,      357722,   1.4080
Y1400  ,¯¼ÅÖ         ,19930319,  275.36,  275.36,  269.78,  269.78,   245504,     8708000,  -2.0264,   2.1004,      350475,  -2.0473
Y1400  ,¯¼ÅÖ         ,19930320,  269.78,  270.88,  269.78,  270.88,   132047,     4836000,   0.4077,   1.1297,      351899,   0.4069
Y1400  ,¯¼ÅÖ         ,19930322,  270.88,  276.72,  270.88,  276.72,   212409,     8242000,   2.1559,   1.8173,      359482,   2.1330
Y1400  ,¯¼ÅÖ         ,19930323,  276.72,  276.72,  274.40,  274.40,   255787,     9810000,  -0.8384,   2.1884,      356477,  -0.8419
Y1400  ,¯¼ÅÖ         ,19930324,  274.40,  275.00,  274.40,  275.00,   169830,     6622000,   0.2187,   1.4530,      357252,   0.2184
Y1400  ,¯¼ÅÖ         ,19930325,  275.00,  276.97,  275.00,  276.97,   185843,     7301000,   0.7164,   1.5900,      359809,   0.7138
Y1400  ,¯¼ÅÖ         ,19930326,  276.97,  276.97,  273.73,  273.73,   158603,     6362000,  -1.1698,   1.3569,      355608,  -1.1767
Y1400  ,¯¼ÅÖ         ,19930327,  273.73,  273.73,  271.86,  271.86,   115734,     4647000,  -0.6832,   0.9902,      353179,  -0.6855
Y1400  ,¯¼ÅÖ         ,19930330,  271.86,  278.58,  271.86,  278.58,   181622,     7515000,   2.4719,   1.5539,      361907,   2.4418
Y1400  ,¯¼ÅÖ         ,19930331,  278.58,  281.94,  278.58,  281.94,   258155,    10008000,   1.2061,   2.2086,      366270,   1.1989
Y1400  ,¯¼ÅÖ         ,19930401,  281.94,  281.94,  281.81,  281.81,   214785,     8020000,  -0.0461,   1.8376,      366101,  -0.0461
Y1400  ,¯¼ÅÖ         ,19930402,  281.81,  288.87,  281.81,  288.87,   250846,     9421000,   2.5052,   2.1461,      375273,   2.4744
Y1400  ,¯¼ÅÖ         ,19930403,  288.87,  294.59,  288.87,  294.59,   267976,     9668000,   1.9801,   2.2927,      382709,   1.9608
Y1400  ,¯¼ÅÖ         ,19930407,  294.59,  302.61,  294.59,  302.61,   338651,    11962000,   2.7224,   2.8973,      393122,   2.6860
Y1400  ,¯¼ÅÖ         ,19930408,  302.61,  302.61,  293.89,  293.89,   240761,     8504000,  -2.8816,   2.0598,      381791,  -2.9239
Y1400  ,¯¼ÅÖ         ,19930409,  293.89,  293.89,  288.22,  288.22,   172310,     6386000,  -1.9293,   1.4742,      374430,  -1.9481
Y1400  ,¯¼ÅÖ         ,19930410,  288.22,  288.22,  278.40,  278.40,   146491,     5174000,  -3.4071,   1.2533,      361670,  -3.4665
Y1400  ,¯¼ÅÖ         ,19930412,  278.40,  279.09,  278.40,  279.09,   136527,     5199000,   0.2478,   1.1681,      362573,   0.2475
Y1400  ,¯¼ÅÖ         ,19930413,  279.09,  279.09,  274.74,  274.74,   171807,     6754000,  -1.5586,   1.4699,      356914,  -1.5709
Y1400  ,¯¼ÅÖ         ,19930414,  274.74,  274.74,  271.85,  271.85,   130859,     4893000,  -1.0519,   1.1196,      353162,  -1.0575
Y1400  ,¯¼ÅÖ         ,19930415,  271.85,  275.81,  271.85,  275.81,    99066,     3757000,   1.4567,   0.8476,      358302,   1.4462
Y1400  ,¯¼ÅÖ         ,19930416,  275.81,  275.81,  267.46,  267.46,   129064,     4743000,  -3.0274,   1.1042,      347464,  -3.0742
Y1400  ,¯¼ÅÖ         ,19930417,  267.46,  267.46,  258.97,  258.97,   135500,     4857000,  -3.1743,   1.1593,      336429,  -3.2258
Y1400  ,¯¼ÅÖ         ,19930419,  258.97,  267.77,  258.97,  267.77,   139304,     4742000,   3.3981,   1.1918,      347861,   3.3416
Y1400  ,¯¼ÅÖ         ,19930420,  267.77,  267.77,  260.34,  260.34,   162654,     5432000,  -2.7748,   1.3916,      338212,  -2.8140
Y1400  ,¯¼ÅÖ         ,19930421,  260.34,  262.93,  260.34,  262.93,   122071,     4134000,   0.9949,   1.0444,      341576,   0.9899
Y1400  ,¯¼ÅÖ         ,19930422,  262.93,  272.67,  262.93,  272.67,   173136,     6245000,   3.7044,   1.4813,      354226,   3.6374
Y1400  ,¯¼ÅÖ         ,19930423,  272.67,  272.67,  269.70,  269.70,   158761,     5928000,  -1.0892,   1.3583,      350368,  -1.0952
Y1400  ,¯¼ÅÖ         ,19930424,  269.70,  272.27,  269.70,  272.27,   163243,     5345000,   0.9529,   1.3966,      353705,   0.9484
Y1400  ,¯¼ÅÖ         ,19930426,  272.27,  272.27,  270.81,  270.81,   121992,     4302000,  -0.5362,   1.0437,      351813,  -0.5377
Y1400  ,¯¼ÅÖ         ,19930427,  270.81,  270.81,  268.01,  268.01,   107442,     4062000,  -1.0339,   0.9192,      348177,  -1.0393
Y1400  ,¯¼ÅÖ         ,19930428,  268.01,  269.37,  268.01,  269.37,   124131,     4848000,   0.5074,   1.0620,      349945,   0.5062
Y1400  ,¯¼ÅÖ         ,19930429,  269.37,  271.19,  269.37,  271.19,   153870,     5889000,   0.6757,   1.3164,      352302,   0.6734
Y1400  ,¯¼ÅÖ         ,19930430,  271.19,  274.74,  271.19,  274.74,   245297,     8818000,   1.3090,   2.0986,      356912,   1.3006
Y1400  ,¯¼ÅÖ         ,19930501,  274.74,  274.74,  271.12,  271.12,   113853,     4325000,  -1.3176,   0.9741,      352217,  -1.3264
Y1400  ,¯¼ÅÖ         ,19930503,  271.12,  271.12,  270.65,  270.65,   101795,     4003000,  -0.1734,   0.8709,      351609,  -0.1735
Y1400  ,¯¼ÅÖ         ,19930504,  270.65,  270.65,  269.04,  269.04,   114333,     4804000,  -0.5949,   0.9782,      349509,  -0.5966
Y1400  ,¯¼ÅÖ         ,19930505,  269.04,  269.04,  268.87,  268.87,    92518,     3935000,  -0.0632,   0.7915,      349286,  -0.0632
Y1400  ,¯¼ÅÖ         ,19930506,  268.87,  270.08,  268.87,  270.08,   116192,     4718000,   0.4500,   0.9941,      350868,   0.4490
Y1400  ,¯¼ÅÖ         ,19930507,  270.08,  273.55,  270.08,  273.55,   120764,     5400000,   1.2848,   1.0332,      355373,   1.2766
Y1400  ,¯¼ÅÖ         ,19930508,  273.55,  278.80,  273.55,  278.80,   198689,     6559000,   1.9192,   1.6999,      362184,   1.9010
Y1400  ,¯¼ÅÖ         ,19930510,  278.80,  280.10,  278.80,  280.10,   187003,     6777000,   0.4663,   1.5999,      363885,   0.4652
Y1400  ,¯¼ÅÖ         ,19930511,  280.10,  280.10,  279.54,  279.54,   167524,     6907000,  -0.1999,   1.4332,      363146,  -0.2001
Y1400  ,¯¼ÅÖ         ,19930512,  279.54,  281.49,  279.54,  281.49,   125950,     5010000,   0.6976,   1.0776,      365691,   0.6952
Y1400  ,¯¼ÅÖ         ,19930513,  281.49,  281.49,  274.57,  274.57,   149805,     5756000,  -2.4583,   1.2816,      356700,  -2.4891
Y1400  ,¯¼ÅÖ         ,19930514,  274.57,  274.57,  268.39,  268.39,   109764,     3926000,  -2.2508,   0.9391,      348668,  -2.2765
Y1400  ,¯¼ÅÖ         ,19930515,  268.39,  268.39,  267.92,  267.92,    78494,     3017000,  -0.1751,   0.6716,      348053,  -0.1753
Y1400  ,¯¼ÅÖ         ,19930517,  267.92,  267.92,  262.09,  262.09,   106180,     3661000,  -2.1760,   0.9084,      340478,  -2.2000
Y1400  ,¯¼ÅÖ         ,19930518,  262.09,  264.32,  262.09,  264.32,    84403,     2992000,   0.8509,   0.7221,      343385,   0.8473
Y1400  ,¯¼ÅÖ         ,19930519,  264.32,  264.32,  260.63,  260.63,    60183,     2161000,  -1.3960,   0.5149,      338583,  -1.4059
Y1400  ,¯¼ÅÖ         ,19930520,  260.63,  260.63,  254.36,  254.36,    87497,     2952000,  -2.4057,   0.7486,      330443,  -2.4351
Y1400  ,¯¼ÅÖ         ,19930521,  254.36,  254.36,  251.13,  251.13,    80336,     2782000,  -1.2699,   0.6873,      326247,  -1.2780
Y1400  ,¯¼ÅÖ         ,19930522,  251.13,  251.13,  249.59,  249.59,    55236,     1895000,  -0.6132,   0.4726,      324241,  -0.6151
Y1400  ,¯¼ÅÖ         ,19930524,  249.59,  249.59,  248.22,  248.22,    66015,     2276000,  -0.5489,   0.5648,      322463,  -0.5504
Y1400  ,¯¼ÅÖ         ,19930525,  248.22,  248.22,  247.11,  247.11,    60716,     1867000,  -0.4472,   0.5195,      321016,  -0.4482
Y1400  ,¯¼ÅÖ         ,19930526,  247.11,  247.18,  247.11,  247.18,    72378,     2421000,   0.0283,   0.6192,      321112,   0.0283
